     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 399094  0.21986  05924  0.01271  0.00000  000136  000136  000136  000001066
 400094  0.15840  04780  0.01411  0.00000  000136  000136  000136  000001066
 401094  0.19744  05162  0.00768  0.00000  000136  000136  000136  000001066
 402094  0.19653  05802  0.00768  0.00000  000136  000136  000136  000001066
 403094  0.15086  05791  0.01159  0.00000  000136  000136  000136  000001066
 404094  0.14401  04862  0.00866  0.00000  000136  000136  000136  000001066
 405094  0.18599  05632  0.01055  0.00000  000137  000137  000137  000001098
 406094  0.20449  05666  0.01257  0.00000  000134  000134  000134  000001054
 407094  0.20631  05166  0.01278  0.00000  000134  000134  000134  000001082
 408094  0.16587  04876  0.00810  0.00000  000133  000133  000133  000001062
 409094  0.19681  05597  0.01362  0.00000  000133  000133  000133  000001058
 410094  0.14241  05581  0.00803  0.00000  000131  000131  000131  000001050
 411094  0.15644  05731  0.01278  0.00000  000131  000131  000131  000001050
 412094  0.20065  05789  0.00943  0.00000  000131  000131  000131  000001050
 413094  0.15498  05652  0.01187  0.00000  000131  000131  000131  000001050
 414094  0.21106  05408  0.00999  0.00000  000132  000132  000132  000001068
 415094  0.15156  05785  0.00852  0.00000  000131  000131  000131  000001064
 416094  0.18368  05507  0.00992  0.00000  000131  000131  000131  000001064
 417094  0.14394  06004  0.01062  0.00000  000131  000131  000131  000001064
 418094  0.18990  05836  0.01278  0.00000  000131  000131  000131  000001064
 419094  0.19444  05554  0.01229  0.00000  000130  000130  000130  000001058
 420094  0.22182  05840  0.01467  0.00000  000129  000129  000129  000001038
 421094  0.20652  04788  0.01879  0.00000  000129  000129  000129  000001038
 422094  0.20980  05000  0.01997  0.00000  000129  000129  000129  000001038
 423094  0.21085  05794  0.01725  0.00000  000129  000129  000129  000001038
 424094  0.37784  04875  0.01376  0.00000  000129  000129  000129  000001038
 425094  0.14136  05818  0.00726  0.00000  000128  000128  000128  000001032
 426094  0.40557  05807  0.00992  0.00000  000127  000127  000127  000001012
 427094  0.13598  05568  0.00663  0.00000  000127  000127  000127  000001010
 428094  0.19367  06002  0.01103  0.00000  000127  000127  000127  000001024
 429094  0.15840  05929  0.00747  0.00000  000126  000126  000126  000001020
 430094  0.14576  05883  0.00803  0.00000  000124  000124  000124  000000994
 431094  0.20708  06003  0.01236  0.00000  000124  000124  000124  000000994
 432094  0.14576  05811  0.00866  0.00000  000124  000124  000124  000000994
 433094  0.20701  05647  0.02389  0.00000  000134  000134  000134  000001048
 434094  0.21993  05426  0.01229  0.00000  000129  000129  000129  000000996
 435094  0.15002  05629  0.00859  0.00000  000128  000128  000128  000000990
 436094  0.22321  05944  0.01041  0.00000  000127  000127  000127  000000970
 437094  0.12977  05860  0.00810  0.00000  000127  000127  000127  000000970
 438094  0.15114  05766  0.00803  0.00000  000134  000134  000134  000001012
 439094  0.15163  05763  0.00873  0.00000  000133  000133  000133  000000992
 440094  0.16860  05793  0.00901  0.00000  000132  000132  000132  000000986
 441094  0.16399  05842  0.01061  0.00000  000132  000132  000132  000000986
 442094  0.15575  05722  0.00810  0.00000  000132  000132  000132  000001000
 443094  0.15351  05873  0.00957  0.00000  000131  000131  000131  000000980
 444094  0.14562  06007  0.00747  0.00000  000131  000131  000131  000000980
 445094  0.17097  06064  0.00908  0.00000  000130  000130  000130  000000974
 446094  0.13438  05940  0.00761  0.00000  000130  000130  000130  000000974
 447094  0.16539  06004  0.00901  0.00000  000130  000130  000130  000000974
 448094  0.20233  06028  0.01041  0.00000  000130  000130  000130  000000974
 449094  0.16469  05703  0.00957  0.00000  000130  000130  000130  000000988
 450094  0.17307  05875  0.00810  0.00000  000129  000129  000129  000000968
 451094  0.18131  05466  0.01110  0.00000  000130  000130  000130  000001000
 452094  0.14241  05287  0.00768  0.00000  000127  000127  000127  000000970
 453094  0.17097  05834  0.00761  0.00000  000127  000127  000127  000000968
 454094  0.14017  05908  0.00803  0.00000  000125  000125  000125  000000944
 455094  0.13933  05913  0.01020  0.00000  000125  000125  000125  000000958
 456094  0.14464  05946  0.00908  0.00000  000125  000125  000125  000000956
 457094  0.13605  05887  0.00950  0.00000  000123  000123  000123  000000944
 458094  0.17328  05976  0.00671  0.00000  000122  000122  000122  000000940
 459094  0.14723  06041  0.01187  0.00000  000122  000122  000122  000000940
 460094  0.16392  05899  0.01139  0.00000  000122  000122  000122  000000940
 461094  0.15191  05830  0.00705  0.00000  000122  000122  000122  000000940
 462094  0.18082  05851  0.00950  0.00000  000122  000122  000122  000000940
 463094  0.20806  05433  0.01069  0.00000  000122  000122  000122  000000940
 464094  0.16496  05626  0.00964  0.00000  000122  000122  000122  000000940
 465094  0.20554  05499  0.01096  0.00000  000122  000122  000122  000000940
 466094  0.13947  05736  0.00810  0.00000  000122  000122  000122  000000940
 467094  0.14611  05990  0.01062  0.00000  000122  000122  000122  000000940
 468094  0.16790  05896  0.00859  0.00000  000122  000122  000122  000000940
 469094  0.19870  05172  0.01229  0.00000  000120  000120  000120  000000928
 470094  0.14534  05928  0.01048  0.00000  000120  000120  000120  000000926
 471094  0.18955  05863  0.00656  0.00000  000119  000119  000119  000000922
 472094  0.17663  05674  0.01970  0.00000  000119  000119  000119  000000922
 473095  0.20589  04873  0.01187  0.00000  000119  000119  000119  000000922
 474094  0.20631  05014  0.01488  0.00000  000119  000119  000119  000000922
 475094  0.65295  04956  0.00803  0.00000  000119  000119  000119  000000922
 476094  0.19793  05496  0.01348  0.00000  000120  000120  000120  000000940
 477094  0.19695  04901  0.01201  0.00000  000118  000118  000118  000000916
 478094  0.16448  05684  0.00859  0.00000  000118  000118  000118  000000916
 479094  0.15980  05803  0.01048  0.00000  000118  000118  000118  000000916
 480094  0.20156  05787  0.01271  0.00000  000118  000118  000118  000000916
 481094  0.48554  05305  0.00915  0.00000  000118  000118  000118  000000916
 482094  0.19604  05641  0.00705  0.00000  000118  000118  000118  000000916
 483094  0.24417  05195  0.01914  0.00000  000118  000118  000118  000000916
 484094  0.21176  04894  0.01683  0.00000  000118  000118  000118  000000916
 485094  0.19276  05786  0.01055  0.00000  000118  000118  000118  000000916
 486094  0.19709  05559  0.01536  0.00000  000117  000117  000117  000000894
 487094  0.19129  05027  0.01229  0.00000  000116  000116  000116  000000890
 488094  0.15903  05636  0.01446  0.00000  000116  000116  000116  000000890
 489094  0.15512  05381  0.00705  0.00000  000116  000116  000116  000000890
 490094  0.18256  05825  0.01075  0.00000  000116  000116  000116  000000890
 491094  0.19514  05333  0.01928  0.00000  000116  000116  000116  000000890
 492094  0.17509  05055  0.01299  0.00000  000114  000114  000114  000000878
 493094  0.15596  05396  0.00999  0.00000  000116  000116  000116  000000914
 494094  0.16350  05509  0.00852  0.00000  000114  000114  000114  000000904
 495094  0.24088  05456  0.01173  0.00000  000113  000113  000113  000000898
 496094  0.16224  05551  0.00663  0.00000  000112  000112  000112  000000894
 497094  0.19486  05849  0.00894  0.00000  000112  000112  000112  000000894
 498094  0.17949  05593  0.01076  0.00000  000112  000112  000112  000000894
 499094  0.14974  05354  0.00768  0.00000  000112  000112  000112  000000894
 500094  0.15596  05592  0.00705  0.00000  000112  000112  000112  000000894
 501094  0.14688  06073  0.00719  0.00000  000112  000112  000112  000000892
 502094  0.14918  05790  0.00671  0.00000  000111  000111  000111  000000888
 503094  0.21302  05497  0.01935  0.00000  000111  000111  000111  000000888
 504094  0.14876  05704  0.00754  0.00000  000111  000111  000111  000000888
 505094  0.20058  05860  0.01062  0.00000  000111  000111  000111  000000886
 506094  0.15204  05915  0.00671  0.00000  000110  000110  000110  000000882
 507094  0.20359  05748  0.01432  0.00000  000110  000110  000110  000000882
 508094  0.21260  05420  0.01243  0.00000  000110  000110  000110  000000882
 509094  0.14017  05349  0.00566  0.00000  000109  000109  000109  000000876
 510094  0.19681  05936  0.02759  0.00000  000121  000121  000121  000000952
 511094  0.36199  05743  0.02270  0.00000  000114  000114  000114  000000892
 512094  0.16224  05518  0.00943  0.00000  000114  000114  000114  000000892
 513094  0.18068  05602  0.01327  0.00000  000114  000114  000114  000000892
 514094  0.13884  05765  0.00817  0.00000  000113  000113  000113  000000886
 515094  0.22279  05521  0.01634  0.00000  000112  000112  000112  000000866
 516094  0.17223  05120  0.01096  0.00000  000112  000112  000112  000000866
 517094  0.16985  05713  0.01055  0.00000  000112  000112  000112  000000864
 518094  0.18124  05834  0.01620  0.00000  000111  000111  000111  000000860
 519094  0.14597  05755  0.00957  0.00000  000111  000111  000111  000000860
 520094  0.16203  05877  0.00901  0.00000  000112  000112  000112  000000878
 521094  0.13849  05320  0.00677  0.00000  000110  000110  000110  000000854
 522094  0.14862  05954  0.00957  0.00000  000122  000122  000122  000000934
 523094  0.17809  05687  0.00964  0.00000  000117  000117  000117  000000910
 524094  0.15288  05667  0.00663  0.00000  000117  000117  000117  000000910
 525094  0.15854  05836  0.00761  0.00000  000117  000117  000117  000000910
 526094  0.15204  05601  0.00712  0.00000  000117  000117  000117  000000910
 527094  0.17251  05696  0.00810  0.00000  000118  000118  000118  000000928
 528094  0.16119  05625  0.00796  0.00000  000115  000115  000115  000000884
 529094  0.19465  05481  0.01229  0.00000  000115  000115  000115  000000884
 530094  0.15672  05655  0.00663  0.00000  000115  000115  000115  000000884
 531094  0.14171  05867  0.00775  0.00000  000115  000115  000115  000000884
 532094  0.13940  06097  0.00754  0.00000  000115  000115  000115  000000884
 533094  0.14876  05867  0.00761  0.00000  000115  000115  000115  000000884
 534094  0.15645  05870  0.00950  0.00000  000115  000115  000115  000000884
 535094  0.35486  05632  0.01041  0.00000  000114  000114  000114  000000864
 536094  0.65036  05593  0.00615  0.00000  000114  000114  000114  000000864
 537094  0.21679  05793  0.01027  0.00000  000114  000114  000114  000000864
 538094  0.46884  05933  0.01201  0.00000  000114  000114  000114  000000864
 539094  0.17530  05845  0.01132  0.00000  000114  000114  000114  000000878
 540094  0.16832  05731  0.00852  0.00000  000114  000114  000114  000000876
 541094  0.20107  05080  0.01865  0.00000  000122  000122  000122  000000906
 542094  0.24926  05880  0.02039  0.00000  000119  000119  000119  000000894
 543094  0.18305  05985  0.00943  0.00000  000128  000128  000128  000000974
 544094  0.17244  05842  0.00992  0.00000  000125  000125  000125  000000930
 545094  0.16071  04834  0.00719  0.00000  000125  000125  000125  000000930
 546094  0.15330  05854  0.00671  0.00000  000125  000125  000125  000000930
 547094  0.16036  05857  0.00775  0.00000  000125  000125  000125  000000930
 548094  0.15931  05769  0.00901  0.00000  000125  000125  000125  000000930
 549094  0.16944  05889  0.00859  0.00000  000125  000125  000125  000000930
 550094  0.17691  05872  0.00810  0.00000  000125  000125  000125  000000930
 551094  0.20352  05663  0.01229  0.00000  000125  000125  000125  000000930
 552094  0.15065  05164  0.00852  0.00000  000124  000124  000124  000000910
 553094  0.17481  05530  0.00845  0.00000  000124  000124  000124  000000924
 554094  0.21064  06025  0.01062  0.00000  000124  000124  000124  000000924
 555094  0.19569  05134  0.01376  0.00000  000124  000124  000124  000000924
 556094  0.15707  04828  0.01348  0.00000  000124  000124  000124  000000924
 557094  0.17872  05707  0.00964  0.00000  000124  000124  000124  000000924
 558094  0.13018  05802  0.00761  0.00000  000123  000123  000123  000000900
 559094  0.16881  06046  0.00663  0.00000  000121  000121  000121  000000892
 560094  0.19088  04915  0.01096  0.00000  000121  000121  000121  000000892
 561094  0.18843  05682  0.01034  0.00000  000121  000121  000121  000000892
 562094  0.15470  05796  0.00775  0.00000  000121  000121  000121  000000892
 563094  0.16608  06055  0.00922  0.00000  000121  000121  000121  000000892
 564094  0.19276  05801  0.02130  0.00000  000132  000132  000132  000000942
 565094  0.13933  05307  0.00845  0.00000  000122  000122  000122  000000870
 566094  0.13989  05143  0.00908  0.00000  000122  000122  000122  000000870
 567094  0.13703  05675  0.00754  0.00000  000130  000130  000130  000000912
 568094  0.22692  05789  0.01788  0.00000  000124  000124  000124  000000868
 569094  0.13961  05406  0.00754  0.00000  000124  000124  000124  000000868
 570094  0.16036  06039  0.00761  0.00000  000123  000123  000123  000000848
 571094  0.16057  05654  0.00943  0.00000  000123  000123  000123  000000848
 572094  0.15714  05803  0.00859  0.00000  000123  000123  000123  000000848
 573094  0.20247  05056  0.01460  0.00000  000123  000123  000123  000000862
 574094  0.14792  05591  0.00817  0.00000  000122  000122  000122  000000842
 575094  0.21162  05730  0.01704  0.00000  000122  000122  000122  000000842
 576094  0.14716  05895  0.00852  0.00000  000121  000121  000121  000000836
 577094  0.15882  05827  0.00656  0.00000  000121  000121  000121  000000836
 578094  0.20533  05553  0.01327  0.00000  000121  000121  000121  000000836
 579094  0.18089  05747  0.01306  0.00000  000121  000121  000121  000000836
 580094  0.13696  05990  0.00754  0.00000  000121  000121  000121  000000836
 581094  0.19940  05570  0.01229  0.00000  000121  000121  000121  000000836
 582094  0.22000  05328  0.01879  0.00000  000121  000121  000121  000000836
 583094  0.20436  05080  0.01243  0.00000  000120  000120  000120  000000830
 584094  0.18361  05939  0.01096  0.00000  000120  000120  000120  000000830
